#	Trait	SNP rs	Context	Gene	Gene ID	Gene 2	Gene ID 2	Chromosome	Location	P-Value	Source	PubMed	Analysis ID	Study ID	Study Name
20	Uric Acid	7442295	intron	SLC2A9	56606	SLC2A9	56606	4	9966380	3e-70	NHGRI	18327256			
21	Smoking	1051730	cds-synon	CHRNA3	1136	CHRNA3	1136	15	78894339	2e-69	NHGRI	20418888			
22	Smoking	1051730	cds-synon	CHRNA3	1136	CHRNA3	1136	15	78894339	2e-66	NHGRI	20418889			
23	Sphingomyelins	7157785	intergenic	EIF2S2P1	319115	RPS28P1	652980	14	64235556	9e-66	NHGRI	19798445			
24	Triglycerides	964184	nearGene-3	ZNF259	8882	ZNF259	8882	11	116648917	4e-62	NHGRI	19060906			
25	Uric Acid	2231142	STOP-GAIN	ABCG2	9429	ABCG2	9429	4	89052323	3e-60	NHGRI	18834626			
26	Triglycerides	17145738	nearGene-3	TBL2	26608	TBL2	26608	7	72982874	9e-59	NHGRI	20686565			
27	Sphingolipids	17101394	intergenic	EIF2S2P1	319115	RPS28P1	652980	14	64232386	3e-57	NHGRI	22359512			
28	Suntan	1805007	missense	MC1R	4157	MC1R	4157	16	89986117	2e-55	NHGRI	17952075			
29	Triglycerides	2954029	intergenic	TRIB1	10221	FAM84B	157638	8	126490972	3e-55	NHGRI	20686565			
30	Scleroderma, Systemic	9275390	intergenic	HLA-DQB1	3119	HLA-DQA2	3118	6	32669156	3e-54	NHGRI	21779181			
31	Serum Amyloid A Protein	4638289	nearGene-5	SAA1	6288	SAA1	6288	11	18285774	3e-53	NHGRI	21124955			
32	Uric Acid	4698036	intergenic	RAF1P1	348910	ZNF518B	85460	4	10331294	2e-52	NHGRI	21943158			
33	Serum Amyloid A Protein	4353250	intron	HPS5	11234	HPS5	11234	11	18323517	2e-51	NHGRI	21124955			
34	Skin Pigmentation	1834640	intergenic	RPL7AP62	644029	SLC24A5	283652	15	48392165	1e-50	NHGRI	17999355			
35	Triglycerides	7350481	intergenic	RPL15P15	100128347	BUD13	84811	11	116586283	1e-49	NHGRI	20139978			
36	Vitamin D	2282679	intron	GC	2638	GC	2638	4	72608383	2e-49	NHGRI	20418485			
37	Vitiligo	11966200	intron	SLC44A4	80736	SLC44A4	80736	6	31837066	1e-48	NHGRI	20526339			
38	Triglycerides	1042034	missense	APOB	338	APOB	338	2	21225281	1e-45	NHGRI	20686565			
39	Triglycerides	2131925	intron	DOCK7	85440	DOCK7	85440	1	63025942	9e-43	NHGRI	20686565			
40	Testosterone	12150660	intergenic	FXR2	9513	SAT2	112483	17	7521915	1e-41	NHGRI	21998597			
41	Uric Acid	734553	intron	SLC2A9	56606	SLC2A9	56606	4	9923004	1e-41	NHGRI	19503597			
42	Triglycerides	12678919	intergenic	LPL	4023	RPL30P9	100270981	8	19844222	2e-41	NHGRI	19060906			
43	Tumor Necrosis Factor-alpha	505922	intron	ABO	28	ABO	28	9	136149229	7e-40	NHGRI	18464913			
44	Vascular Endothelial Growth Factor A	10738760	intergenic	VLDLR	7436	KCNV2	169522	9	2691186	1e-39	NHGRI	21757650			
45	Triglycerides	10503669	intergenic	LPL	4023	RPL30P9	100270981	8	19847690	7e-39	NHGRI	21909109			
46	Survival	16850268	intron	SPAG16	79582	SPAG16	79582	2	214261256	8.47422801055496e-38	dbGaP	17903295	1970	342	NHLBI Framingham SNP Health Association Resource (SHARe)
47	Survival	16850268	intron	SPAG16	79582	SPAG16	79582	2	214261256	8.47422801055496e-38	dbGaP	17903295	1970	7	Framingham Cohort
48	Sclerosis	6457617	intergenic	HLA-DQB1	3119	HLA-DQA2	3118	6	32663851	2e-37	NHGRI	21750679			
49	Survival	963335	intergenic	CAMK1D	57118	CCDC3	83643	10	12924659	2.26712199853279e-36	dbGaP	17903295	1972	342	NHLBI Framingham SNP Health Association Resource (SHARe)
50	Survival	963335	intergenic	CAMK1D	57118	CCDC3	83643	10	12924659	2.26712199853279e-36	dbGaP	17903295	1972	7	Framingham Cohort
51	Vitamin B 12	1047781	missense	FUT2	2524	FUT2	2524	19	49206631	4e-36	NHGRI	22367966			
52	Sphingolipids	7258249	intergenic	FBN3	84467	LASS4	79603	19	8271721	1e-34	NHGRI	22359512			
53	Venous Thrombosis	505922	intron	ABO	28	ABO	28	9	136149229	1e-34	NHGRI	21980494			
54	Waist-Hip Ratio	10195252	intergenic	GRB14	2888	COBLL1	22837	2	165513091	4e-34	NHGRI	20935629			
55	Warfarin	10871454	intron	STX4	6810	STX4	6810	16	31048079	5e-34	NHGRI	18535201			
56	Spondylitis, Ankylosing	10865331	intergenic	B3GNT2	10678	TMEM17	200728	2	62551472	7e-34	NHGRI	21743469			
57	Vitiligo	9468925	intergenic	WASF5P	387122	HLA-B	3106	6	31258837	2e-33	NHGRI	20526339			
58	Waist-Hip Ratio	4846567	intergenic	LYPLAL1	127018	ZC3H11B	643136	1	219750717	5e-33	NHGRI	20935629			
59	Waist-Hip Ratio	9491696	intron	RSPO3	84870	RSPO3	84870	6	127452639	2e-32	NHGRI	20935629			
60	Triglycerides	780094	intron	GCKR	2646	GCKR	2646	2	27741237	6e-32	NHGRI	18193043			
61	Testicular Neoplasms	995030	UTR-3	KITLG	4254	KITLG	4254	12	88890671	1e-31	NHGRI	19483681			
62	Warfarin	1799853	missense	CYP2C9	1559	CYP2C9	1559	10	96702047	1e-31	NHGRI	19300499			
63	Triglycerides	1260326	missense	GCKR	2646	GCKR	2646	2	27730940	2e-31	NHGRI	19060906			
64	Warfarin	9923231	nearGene-5	VKORC1	79001	VKORC1	79001	16	31107689	9e-31	NHGRI	20833655			
65	Triglycerides	439401	intergenic	APOE	348	APOC1	341	19	45414451	1e-30	NHGRI	20686565			
66	Varicose Veins	275715	intron	GPR176	11245	GPR176	11245	15	40112319	1.96750642171349e-30	dbGaP	0	1414	342	NHLBI Framingham SNP Health Association Resource (SHARe)
67	Varicose Veins	275715	intron	GPR176	11245	GPR176	11245	15	40112319	1.96750642171349e-30	dbGaP	0	1414	7	Framingham Cohort
68	Survival	702458	intergenic	RPL31P39	641790	GRM8	2918	7	125206967	2.29427837735804e-30	dbGaP	17903295	1972	342	NHLBI Framingham SNP Health Association Resource (SHARe)
69	Survival	702458	intergenic	RPL31P39	641790	GRM8	2918	7	125206967	2.29427837735804e-30	dbGaP	17903295	1972	7	Framingham Cohort
70	Survival	10502997	intron	TCF4	6925	TCF4	6925	18	52963735	2.34685957571762e-30	dbGaP	17903295	1972	342	NHLBI Framingham SNP Health Association Resource (SHARe)
71	Survival	10502997	intron	TCF4	6925	TCF4	6925	18	52963735	2.34685957571762e-30	dbGaP	17903295	1972	7	Framingham Cohort
72	Survival	963335	intergenic	CAMK1D	57118	CCDC3	83643	10	12924659	2.45143650741736e-30	dbGaP	17903295	1970	7	Framingham Cohort
73	Survival	963335	intergenic	CAMK1D	57118	CCDC3	83643	10	12924659	2.45143650741736e-30	dbGaP	17903295	1970	342	NHLBI Framingham SNP Health Association Resource (SHARe)
74	Testicular Neoplasms	995030	UTR-3	KITLG	4254	KITLG	4254	12	88890671	3e-30	NHGRI	19483681			
75	Survival	3816612	intron	ITGA11	22801	ITGA11	22801	15	68651180	3.28882929376872e-30	dbGaP	17903295	1972	7	Framingham Cohort
76	Survival	3816612	intron	ITGA11	22801	ITGA11	22801	15	68651180	3.28882929376872e-30	dbGaP	17903295	1972	342	NHLBI Framingham SNP Health Association Resource (SHARe)
77	Survival	1358445	intron	DGKI	9162	DGKI	9162	7	137206027	3.47907244257588e-30	dbGaP	17903295	1972	7	Framingham Cohort
78	Survival	1358445	intron	DGKI	9162	DGKI	9162	7	137206027	3.47907244257588e-30	dbGaP	17903295	1972	342	NHLBI Framingham SNP Health Association Resource (SHARe)
79	Survival	16850268	intron	SPAG16	79582	SPAG16	79582	2	214261256	6.25578265066525e-30	dbGaP	17903295	1972	7	Framingham Cohort
80	Survival	16850268	intron	SPAG16	79582	SPAG16	79582	2	214261256	6.25578265066525e-30	dbGaP	17903295	1972	342	NHLBI Framingham SNP Health Association Resource (SHARe)
81	Survival	2834964	intergenic	RPL34P3	54026	RPS20P1	54025	21	36921525	1.17182400525899e-29	dbGaP	17903295	1972	7	Framingham Cohort
82	Survival	2834964	intergenic	RPL34P3	54026	RPS20P1	54025	21	36921525	1.17182400525899e-29	dbGaP	17903295	1972	342	NHLBI Framingham SNP Health Association Resource (SHARe)
83	Survival	1525047	intron	DGKI	9162	DGKI	9162	7	137238813	1.77953788745803e-29	dbGaP	17903295	1972	7	Framingham Cohort
84	Survival	1525047	intron	DGKI	9162	DGKI	9162	7	137238813	1.77953788745803e-29	dbGaP	17903295	1972	342	NHLBI Framingham SNP Health Association Resource (SHARe)
85	Triglycerides	10401969	intron	SUGP1	57794	SUGP1	57794	19	19407718	2e-29	NHGRI	20686565			
86	Varicose Veins	10482872	intergenic	CYCSP42	343727	USP25	29761	21	16930996	2.16106030704077e-29	dbGaP	0	1414	342	NHLBI Framingham SNP Health Association Resource (SHARe)
87	Varicose Veins	10482872	intergenic	CYCSP42	343727	USP25	29761	21	16930996	2.16106030704077e-29	dbGaP	0	1414	7	Framingham Cohort
88	Triglycerides	10892151	intron	DSCAML1	57453	DSCAML1	57453	11	117531731	3e-29	NHGRI	19074352			
89	Uric Acid	1165205	intron	SLC17A3	10786	SLC17A3	10786	6	25870542	4e-29	NHGRI	18834626			
90	Survival	1950861	intergenic	OR7K1P	81114	NOVA1	4857	14	26690571	7.9461323500059e-29	dbGaP	17903295	1970	7	Framingham Cohort
91	Survival	1950861	intergenic	OR7K1P	81114	NOVA1	4857	14	26690571	7.9461323500059e-29	dbGaP	17903295	1970	342	NHLBI Framingham SNP Health Association Resource (SHARe)
92	Stomach Neoplasms	13361707	intron	PRKAA1	5562	PRKAA1	5562	5	40791884	8e-29	NHGRI	22037551			
93	Survival	16909952	intergenic	PTCH1	5727	PSMA7P	158441	9	98291650	8.5088195917282e-29	dbGaP	17903295	1972	342	NHLBI Framingham SNP Health Association Resource (SHARe)
94	Survival	16909952	intergenic	PTCH1	5727	PSMA7P	158441	9	98291650	8.5088195917282e-29	dbGaP	17903295	1972	7	Framingham Cohort
95	Survival	10488353	intron	CNTNAP2	26047	CNTNAP2	26047	7	147520604	1.47065197658549e-28	dbGaP	17903295	1972	7	Framingham Cohort
96	Survival	10488353	intron	CNTNAP2	26047	CNTNAP2	26047	7	147520604	1.47065197658549e-28	dbGaP	17903295	1972	342	NHLBI Framingham SNP Health Association Resource (SHARe)
97	Sleep	41526846	intergenic	SEC23IP	11196	RPL21P16	729402	10	122051957	1.82848754520844e-28	dbGaP	17903308	8	7	Framingham Cohort
98	Sleep	41526846	intergenic	SEC23IP	11196	RPL21P16	729402	10	122051957	1.82848754520844e-28	dbGaP	17903308	8	342	NHLBI Framingham SNP Health Association Resource (SHARe)
99	T-Lymphocytes	2524054	intergenic	RPL3P2	116935	WASF5P	387122	6	31252396	2e-28	NHGRI	20045101			
100	Triglycerides	328	STOP-GAIN	LPL	4023	LPL	4023	8	19819724	2e-28	NHGRI	18193044			
101	Varicose Veins	2718151	intron	AGBL3	340351	AGBL3	340351	7	134674190	3.10714250206432e-28	dbGaP	0	1414	7	Framingham Cohort
102	Varicose Veins	2718151	intron	AGBL3	340351	AGBL3	340351	7	134674190	3.10714250206432e-28	dbGaP	0	1414	342	NHLBI Framingham SNP Health Association Resource (SHARe)
103	Survival	7912808	intergenic	C10orf128	170371	C10orf71	118461	10	50435876	5.15549650290891e-28	dbGaP	17903295	1970	7	Framingham Cohort
104	Survival	7912808	intergenic	C10orf128	170371	C10orf71	118461	10	50435876	5.15549650290891e-28	dbGaP	17903295	1970	342	NHLBI Framingham SNP Health Association Resource (SHARe)
105	Scleroderma, Systemic	3129882	intron	HLA-DRA	3122	HLA-DRA	3122	6	32409530	2e-27	NHGRI	21779181			
106	Sphingomyelins	7258249	intergenic	FBN3	84467	LASS4	79603	19	8271721	2e-27	NHGRI	19798445			
107	Spondylitis, Ankylosing	30187	missense	ERAP1	51752	ERAP1	51752	5	96124330	2e-27	NHGRI	21743469			
108	Thyroid Neoplasms	965513	intergenic	KRT18P13	392371	FOXE1	2304	9	100556109	2e-27	NHGRI	19198613			
109	Vitamin D	12785878	intron	NADSYN1	55191	NADSYN1	55191	11	71167449	2e-27	NHGRI	20541252			
110	Thyrotropin	2046045	intron	PDE8B	8622	PDE8B	8622	5	76535811	3e-27	NHGRI	22494929			
111	Triglycerides	780092	intron	GCKR	2646	GCKR	2646	2	27743154	5e-27	NHGRI	21909109			
112	Triglycerides	12286037	intron	ZNF259	8882	ZNF259	8882	11	116652207	1e-26	NHGRI	18193043			
113	Sleep	41526846	intergenic	SEC23IP	11196	RPL21P16	729402	10	122051957	1.91400778837808e-26	dbGaP	17903308	6	342	NHLBI Framingham SNP Health Association Resource (SHARe)
114	Sleep	41526846	intergenic	SEC23IP	11196	RPL21P16	729402	10	122051957	1.91400778837808e-26	dbGaP	17903308	6	7	Framingham Cohort
115	Testicular Neoplasms	3782181	intron	KITLG	4254	KITLG	4254	12	88953561	2e-26	NHGRI	20543847			
116	Triglycerides	1558861	intergenic	RPL15P15	100128347	BUD13	84811	11	116607437	2e-26	NHGRI	18193046			
117	Uric Acid	2078267	intron	SLC22A11	55867	SLC22A11	55867	11	64334114	2e-26	NHGRI	20884846			
118	Vascular Endothelial Growth Factor A	9472155	intergenic	VEGFA	7422	C6orf223	221416	6	43897727	2e-26	NHGRI	21757650			
119	Venous Thrombosis	1018827	intron	F5	2153	F5	2153	1	169514006	2e-26	NHGRI	21980494			
120	Waist-Hip Ratio	6905288	intergenic	VEGFA	7422	C6orf223	221416	6	43758873	2e-26	NHGRI	20935629			
121	Triglycerides	10105606	intergenic	LPL	4023	RPL30P9	100270981	8	19827848	4e-26	NHGRI	20864672			
122	Triglycerides	651821	UTR-5	APOA5	116519	APOA5	116519	11	116662579	9e-26	NHGRI	22171074			
123	Survival	10486376	intergenic	TMEM196	256130	RPL21P75	728501	7	19979434	2.12923545930625e-25	dbGaP	17903295	1970	7	Framingham Cohort
124	Survival	10486376	intergenic	TMEM196	256130	RPL21P75	728501	7	19979434	2.12923545930625e-25	dbGaP	17903295	1970	342	NHLBI Framingham SNP Health Association Resource (SHARe)
125	Survival	7594976	intergenic	ID2	3398	KIDINS220	57498	2	8842495	2.91504652702241e-25	dbGaP	17903295	1970	7	Framingham Cohort
126	Survival	7594976	intergenic	ID2	3398	KIDINS220	57498	2	8842495	2.91504652702241e-25	dbGaP	17903295	1970	342	NHLBI Framingham SNP Health Association Resource (SHARe)
127	Uric Acid	1165196	missense	SLC17A1	6568	SLC17A1	6568	6	25813150	5e-25	NHGRI	20884846			
128	Survival	10509643	intron	CPEB3	22849	CPEB3	22849	10	93915653	7.63296005423033e-25	dbGaP	17903295	1970	342	NHLBI Framingham SNP Health Association Resource (SHARe)
129	Survival	10509643	intron	CPEB3	22849	CPEB3	22849	10	93915653	7.63296005423033e-25	dbGaP	17903295	1970	7	Framingham Cohort
130	Waist-Hip Ratio	984222	intron	TBX15	6913	TBX15	6913	1	119503843	9e-25	NHGRI	20935629			
131	Waist-Hip Ratio	1055144	intergenic	UBA52P1	7312	NFE2L3	9603	7	25871109	1e-24	NHGRI	20935629			
132	Survival	3816612	intron	ITGA11	22801	ITGA11	22801	15	68651180	2.35629061964148e-24	dbGaP	17903295	1970	7	Framingham Cohort
133	Survival	3816612	intron	ITGA11	22801	ITGA11	22801	15	68651180	2.35629061964148e-24	dbGaP	17903295	1970	342	NHLBI Framingham SNP Health Association Resource (SHARe)
134	Survival	8182127	intron	LPCAT2	54947	LPCAT2	54947	16	55569597	2.5419326806759e-24	dbGaP	17903295	1970	7	Framingham Cohort
135	Survival	8182127	intron	LPCAT2	54947	LPCAT2	54947	16	55569597	2.5419326806759e-24	dbGaP	17903295	1970	342	NHLBI Framingham SNP Health Association Resource (SHARe)
136	Vascular Calcification	1333049	intergenic	UBA52P6	100130239	DMRTA1	63951	9	22125503	3e-24	NHGRI	22144573			
137	Triglycerides	174546	UTR-3	FADS1	3992	FADS1	3992	11	61569830	5e-24	NHGRI	20686565			
138	Varicose Veins	4073191	intergenic	RPL31P13	100270983	PROX1	5629	1	213747787	8.37181737290713e-24	dbGaP	0	1412	7	Framingham Cohort
139	Varicose Veins	4073191	intergenic	RPL31P13	100270983	PROX1	5629	1	213747787	8.37181737290713e-24	dbGaP	0	1412	342	NHLBI Framingham SNP Health Association Resource (SHARe)
140	Testicular Neoplasms	4635969	intergenic	TERT	7015	CLPTM1L	81037	5	1308552	1e-23	NHGRI	20543847			
141	Testicular Neoplasms	755383	intron	DMRT1	1761	DMRT1	1761	9	863635	1e-23	NHGRI	20543847			
142	Triglycerides	2209372	intergenic	RFC3	5983	GAMTP2	100129452	13	35002853	2.05562611486293e-23	dbGaP	17903299	624	7	Framingham Cohort
143	Triglycerides	2209372	intergenic	RFC3	5983	GAMTP2	100129452	13	35002853	2.05562611486293e-23	dbGaP	17903299	624	342	NHLBI Framingham SNP Health Association Resource (SHARe)
144	Varicose Veins	10521828	intergenic	MAGEC2	51438	SPANXN4	441525	X	141889261	2.85815050781736e-23	dbGaP	0	1414	7	Framingham Cohort
145	Varicose Veins	10521828	intergenic	MAGEC2	51438	SPANXN4	441525	X	141889261	2.85815050781736e-23	dbGaP	0	1414	342	NHLBI Framingham SNP Health Association Resource (SHARe)
146	Vascular Endothelial Growth Factor A	6993770	intron	ZFPM2	23414	ZFPM2	23414	8	106581528	5e-23	NHGRI	21757650			
147	Varicose Veins	10500205	intron	CAMK4	814	CAMK4	814	5	110631991	6.6004479687311e-23	dbGaP	0	1414	342	NHLBI Framingham SNP Health Association Resource (SHARe)
148	Varicose Veins	10500205	intron	CAMK4	814	CAMK4	814	5	110631991	6.6004479687311e-23	dbGaP	0	1414	7	Framingham Cohort
149	Testosterone	6258	missense	SHBG	6462	SHBG	6462	17	7534678	2e-22	NHGRI	21998597			
150	Varicose Veins	2102237	intron	CYP27C1	339761	CYP27C1	339761	2	127951834	2.84485057507499e-22	dbGaP	0	1412	342	NHLBI Framingham SNP Health Association Resource (SHARe)
151	Varicose Veins	2102237	intron	CYP27C1	339761	CYP27C1	339761	2	127951834	2.84485057507499e-22	dbGaP	0	1412	7	Framingham Cohort
152	Varicose Veins	10491755	intergenic	FLJ41200	401492	RPL3P11	100131893	9	13559272	3.71747537022401e-22	dbGaP	0	1414	342	NHLBI Framingham SNP Health Association Resource (SHARe)
153	Varicose Veins	10491755	intergenic	FLJ41200	401492	RPL3P11	100131893	9	13559272	3.71747537022401e-22	dbGaP	0	1414	7	Framingham Cohort
154	Serum Amyloid A Protein	2896526	intron	LDHA	3939	LDHA	3939	11	18419806	4e-22	NHGRI	21124955			
155	Triglycerides	10503669	intergenic	LPL	4023	RPL30P9	100270981	8	19847690	4e-22	NHGRI	18193043			
156	Vascular Calcification	9349379	intron	PHACTR1	221692	PHACTR1	221692	6	12903957	4e-22	NHGRI	22144573			
157	Triglycerides	17145738	nearGene-3	TBL2	26608	TBL2	26608	7	72982874	7e-22	NHGRI	18193044			
158	Vitiligo	6904029	missense	HCG9	10255	HCG9	10255	6	29943067	1e-21	NHGRI	20410501			
159	Varicose Veins	4538172	intergenic	ST13P1	729992	TRIB2	28951	2	12728266	1.19315290292405e-21	dbGaP	0	1412	7	Framingham Cohort
160	Varicose Veins	4538172	intergenic	ST13P1	729992	TRIB2	28951	2	12728266	1.19315290292405e-21	dbGaP	0	1412	342	NHLBI Framingham SNP Health Association Resource (SHARe)
161	Triglycerides	3811413	intron	TDRKH	11022	TDRKH	11022	1	151748829	1.23020318463272e-21	dbGaP	17903299	628	7	Framingham Cohort
162	Triglycerides	3811413	intron	TDRKH	11022	TDRKH	11022	1	151748829	1.23020318463272e-21	dbGaP	17903299	628	342	NHLBI Framingham SNP Health Association Resource (SHARe)
163	Triglycerides	4938303	intergenic	RPL15P15	100128347	BUD13	84811	11	116584987	4e-21	NHGRI	20864672			
164	Scleroderma, Systemic	443198	cds-synon	NOTCH4	4855	NOTCH4	4855	6	32190406	9e-21	NHGRI	21779181			
165	Sarcoma, Ewing	9430161	intergenic	C1orf127	148345	TARDBP	23435	1	11046855	1e-20	NHGRI	22327514			
166	Triglycerides	2001945	intergenic	TRIB1	10221	FAM84B	157638	8	126477978	1e-20	NHGRI	21909109			
167	Uric Acid	10515180	intergenic	RGNEF	64283	ENC1	8507	5	73711164	1.60602272038912e-20	dbGaP	17903292	1280	342	NHLBI Framingham SNP Health Association Resource (SHARe)
168	Uric Acid	10515180	intergenic	RGNEF	64283	ENC1	8507	5	73711164	1.60602272038912e-20	dbGaP	17903292	1280	7	Framingham Cohort
169	Scleroderma, Systemic	987870	nearGene-5	HLA-DPB1	3115	HLA-DPB1	3115	6	33042880	2e-20	NHGRI	21779181			
170	Scleroderma, Systemic	987870	intron	HLA-DPA1	3113	HLA-DPA1	3113	6	33042880	2e-20	NHGRI	21779181			
171	Varicose Veins	2886792	intron	SEMA3C	10512	SEMA3C	10512	7	80376261	2.02742881103374e-20	dbGaP	0	1412	7	Framingham Cohort
172	Varicose Veins	2886792	intron	SEMA3C	10512	SEMA3C	10512	7	80376261	2.02742881103374e-20	dbGaP	0	1412	342	NHLBI Framingham SNP Health Association Resource (SHARe)
173	Varicose Veins	9293327	intergenic	ST13P12	100127911	TMEM167A	153339	5	82338006	2.49279362933078e-20	dbGaP	0	1412	7	Framingham Cohort
174	Varicose Veins	9293327	intergenic	ST13P12	100127911	TMEM167A	153339	5	82338006	2.49279362933078e-20	dbGaP	0	1412	342	NHLBI Framingham SNP Health Association Resource (SHARe)
175	Varicose Veins	17126872	intergenic	RPS3AP46	100271596	BMP4	652	14	54235530	2.58479606580301e-20	dbGaP	0	1412	342	NHLBI Framingham SNP Health Association Resource (SHARe)
176	Varicose Veins	17126872	intergenic	RPS3AP46	100271596	BMP4	652	14	54235530	2.58479606580301e-20	dbGaP	0	1412	7	Framingham Cohort
177	Varicose Veins	10498077	intergenic	RPL23P4	100270961	EPHA4	2043	2	221238914	2.74598818704131e-20	dbGaP	0	1412	7	Framingham Cohort
178	Varicose Veins	10498077	intergenic	RPL23P4	100270961	EPHA4	2043	2	221238914	2.74598818704131e-20	dbGaP	0	1412	342	NHLBI Framingham SNP Health Association Resource (SHARe)
179	Varicose Veins	9963861	intergenic	NETO1	81832	FBXO15	201456	18	70819143	2.99320956021797e-20	dbGaP	0	1414	342	NHLBI Framingham SNP Health Association Resource (SHARe)
180	Varicose Veins	9963861	intergenic	NETO1	81832	FBXO15	201456	18	70819143	2.99320956021797e-20	dbGaP	0	1414	7	Framingham Cohort
181	Triglycerides	780094	intron	GCKR	2646	GCKR	2646	2	27741237	3e-20	NHGRI	19060911			
182	Vitamin B 12	602662	missense	FUT2	2524	FUT2	2524	19	49206985	3e-20	NHGRI	19303062			
183	Vitamin D	10741657	nearGene-5	CYP2R1	120227	CYP2R1	120227	11	14914878	3e-20	NHGRI	20541252			
184	Tobacco Use Disorder	1051730	cds-synon	CHRNA3	1136	CHRNA3	1136	15	78894339	6e-20	NHGRI	18385739			
185	Varicose Veins	2030833	intergenic	TSN	7247	CNTNAP5	129684	2	124075367	7.25392576788214e-20	dbGaP	0	1412	342	NHLBI Framingham SNP Health Association Resource (SHARe)
186	Varicose Veins	2030833	intergenic	TSN	7247	CNTNAP5	129684	2	124075367	7.25392576788214e-20	dbGaP	0	1412	7	Framingham Cohort
187	Spondylitis, Ankylosing	2242944	intergenic	FLJ45139	400867	RPL23AP12	391282	21	40465178	8e-20	NHGRI	20062062			
188	Scoliosis	11190870	intergenic	RNY5P7	100169835	LBX1	10660	10	102979207	1e-19	NHGRI	22019779			
189	Varicose Veins	10519141	intron	SCAPER	49855	SCAPER	49855	15	76739071	1.11868783199433e-19	dbGaP	0	1412	342	NHLBI Framingham SNP Health Association Resource (SHARe)
190	Varicose Veins	10519141	intron	SCAPER	49855	SCAPER	49855	15	76739071	1.11868783199433e-19	dbGaP	0	1412	7	Framingham Cohort
191	Triglycerides	25812	intergenic	PAM	5066	GIN1	54826	5	102373592	1.62850201591798e-19	dbGaP	17903299	608	342	NHLBI Framingham SNP Health Association Resource (SHARe)
192	Triglycerides	25812	intergenic	PAM	5066	GIN1	54826	5	102373592	1.62850201591798e-19	dbGaP	17903299	608	7	Framingham Cohort
193	Sphingolipids	13106975	intron	ATP10D	57205	ATP10D	57205	4	47551863	2e-19	NHGRI	22359512			
194	Spondylitis, Ankylosing	10865331	intergenic	B3GNT2	10678	TMEM17	200728	2	62551472	2e-19	NHGRI	20062062			
195	Triglycerides	1260333	intergenic	GCKR	2646	C2orf16	84226	2	27748624	2e-19	NHGRI	20864672			
196	Uric Acid	13129697	intron	SLC2A9	56606	SLC2A9	56606	4	9926967	2e-19	NHGRI	22229870			
197	Varicose Veins	1185261	intergenic	MPDZ	8777	FLJ41200	401492	9	13337242	2.24427747826732e-19	dbGaP	0	1416	342	NHLBI Framingham SNP Health Association Resource (SHARe)
198	Varicose Veins	1185261	intergenic	MPDZ	8777	FLJ41200	401492	9	13337242	2.24427747826732e-19	dbGaP	0	1416	7	Framingham Cohort
