#	Trait	SNP rs	Context	Gene	Gene ID	Gene 2	Gene ID 2	Chromosome	Location	P-Value	Source	PubMed	Analysis ID	Study ID	Study Name
49	Neuroanatomy	12042938	intron	DISC1	27185	DISC1	27185	1	231816842	4e-36	NHGRI	21483430			
50	Protein C	1158867	intron	PROC	5624	PROC	5624	2	128177377	4e-36	NHGRI	20802025			
51	Optic Disk	1900004	intergenic	ATOH7	220202	PBLD	64081	10	70000881	3e-35	NHGRI	20548946			
52	Phospholipids	174468	intergenic	FADS3	3995	RAB3IL1	5866	11	61663691	3e-35	NHGRI	21829377			
53	Paget's disease	10494112	intergenic	EPS8L3	79574	CSF1	1435	1	110352477	7e-35	NHGRI	21623375			
54	Parkinson Disease	356220	intergenic	GPRIN3	285513	SNCA	6622	4	90641340	8e-35	NHGRI	22451204			
55	Non-alcoholic Fatty Liver Disease [Supplementary Concept]	738409	missense	PNPLA3	80339	PNPLA3	80339	22	44324727	4e-34	NHGRI	21423719			
56	Psoriasis	3823418	intron	PSORS1C1	170679	PSORS1C1	170679	6	31100942	1.169e-33	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
57	Platelet Count	342293	intergenic	FLJ36031	168455	PIK3CG	5294	7	106372219	2e-33	NHGRI	19820697			
58	Psoriasis	9267673	intron	C2	717	C2	717	6	31883679	2.3e-33	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
59	Psoriasis	9267673	intergenic	ZBTB12	221527	C2	717	6	31883679	2.3e-33	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
60	Nasopharyngeal Neoplasms	2894207	intergenic	WASF5P	387122	HLA-B	3106	6	31263751	3e-33	NHGRI	20512145			
61	Prostatic Neoplasms	7127900	intergenic	TH	7054	ASCL2	430	11	2233574	3e-33	NHGRI	19767753			
62	Psoriasis	13191258	intergenic	MUC21	394263	HCG22	285834	6	30978717	3.951e-33	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
63	Psoriasis	12191877	intergenic	RPL3P2	116935	WASF5P	387122	6	31252925	4e-32	NHGRI	20953188			
64	Psoriasis	2077580	intron	TNXB	7148	TNXB	7148	6	32020844	7.445e-32	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
65	Platelet Count	12485738	intron	ARHGEF3	50650	ARHGEF3	50650	3	56865776	6e-31	NHGRI	19820697			
66	Partial Thromboplastin Time	2731672	intergenic	F12	2161	GRK6	2870	5	176842474	2e-30	NHGRI	20303064			
67	Prostatic Neoplasms	1512268	intergenic	SLC25A37	51312	NKX3-1	4824	8	23526463	3e-30	NHGRI	19767753			
68	Psoriasis	7773175	nearGene-5	HLA-C	3107	HLA-C	3107	6	31240959	4.772e-30	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
69	Psoriasis	4085613	intergenic	LCE3E	353145	LCE3D	84648	1	152550018	7e-30	NHGRI	19169255			
70	Prostatic Neoplasms	1456315	intergenic	SRRM1P1	401475	POU5F1B	5462	8	128103937	2e-29	NHGRI	20676098			
71	Psoriasis	2394895	intergenic	HCG27	253018	HLA-C	3107	6	31206979	2.593e-29	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
72	Respiratory Function Tests	10482889	intergenic	BTG3	10950	C21orf91	54149	21	19040287	4.62724007363507e-29	dbGaP	17903307	62	7	Framingham Cohort
73	Respiratory Function Tests	10482889	intergenic	BTG3	10950	C21orf91	54149	21	19040287	4.62724007363507e-29	dbGaP	17903307	62	342	NHLBI Framingham SNP Health Association Resource (SHARe)
74	Phospholipids	9832727	intergenic	RPL8P3	100270854	PAQR9	344838	3	142649110	6e-29	NHGRI	22359512			
75	Prostatic Neoplasms	5759167	intergenic	RPS25P10	100271372	BIK	638	22	43500212	6e-29	NHGRI	19767753			
76	Prostatic Neoplasms	10993994	nearGene-5	MSMB	4477	MSMB	4477	10	51549496	9e-29	NHGRI	18264097			
77	Obesity	1421085	intron	FTO	79068	FTO	79068	16	53800954	1e-28	NHGRI	19151714			
78	Parkinson Disease	2942168	intergenic	MGC57346	401884	MGC57346	401884	17	43714850	1e-28	NHGRI	21292315			
79	Psoriasis	3130517	intergenic	HCG27	253018	HLA-C	3107	6	31190303	1.43e-28	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
80	Parkinson Disease	34637584	missense	LRRK2	120892	LRRK2	120892	12	40734202	2e-28	NHGRI	21738487			
81	Psoriasis	2082412	intergenic	UBLCP1	134510	IL12B	3593	5	158717789	2e-28	NHGRI	19169254			
82	Psoriasis	9380237	intergenic	WASF5P	387122	HLA-B	3106	6	31264392	2.576e-28	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
83	Optic Disk	1192415	intergenic	RPL39P13	100130802	HSP90B3P	343477	1	92077097	3e-28	NHGRI	20548946			
84	Restless Legs Syndrome	2300478	intron	MEIS1	4211	MEIS1	4211	2	66781453	3e-28	NHGRI	17637780			
85	Phospholipids	174448	intergenic	FADS2	9415	FADS3	3995	11	61639573	7e-28	NHGRI	21829377			
86	Platelet Count	2138852	intergenic	RPL35AP35	100271636	TAOK1	57551	17	27703349	7e-28	NHGRI	19110211			
87	Respiratory Function Tests	2323287	intergenic	MGC12916	84815	RPS18P12	388339	17	14420576	8.85290457903515e-28	dbGaP	17903307	64	7	Framingham Cohort
88	Respiratory Function Tests	2323287	intergenic	MGC12916	84815	RPS18P12	388339	17	14420576	8.85290457903515e-28	dbGaP	17903307	64	342	NHLBI Framingham SNP Health Association Resource (SHARe)
89	Psoriasis	3130713	intergenic	HCG27	253018	HLA-C	3107	6	31205617	9.808e-28	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
90	Phosphorus	1697421	intergenic	NBPF3	84224	ALPL	249	1	21823292	1e-27	NHGRI	20558539			
91	Respiratory Function Tests	10482889	intergenic	BTG3	10950	C21orf91	54149	21	19040287	1.10433637399137e-27	dbGaP	17903307	42	342	NHLBI Framingham SNP Health Association Resource (SHARe)
92	Respiratory Function Tests	10482889	intergenic	BTG3	10950	C21orf91	54149	21	19040287	1.10433637399137e-27	dbGaP	17903307	42	7	Framingham Cohort
93	Psoriasis	3130467	intergenic	HCG27	253018	HLA-C	3107	6	31187075	1.339e-27	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
94	Respiratory Function Tests	2283139	intron	SLC18A2	6571	SLC18A2	6571	10	119018857	1.92517835269562e-27	dbGaP	17903307	58	342	NHLBI Framingham SNP Health Association Resource (SHARe)
95	Respiratory Function Tests	2283139	intron	SLC18A2	6571	SLC18A2	6571	10	119018857	1.92517835269562e-27	dbGaP	17903307	58	7	Framingham Cohort
96	Platelet Count	12485738	intron	ARHGEF3	50650	ARHGEF3	50650	3	56865776	4e-27	NHGRI	19110211			
97	Psychomotor Performance	4420638	nearGene-3	APOC1	341	APOC1	341	19	45422946	4e-27	NHGRI	22054870			
98	Respiratory Function Tests	2283139	intron	SLC18A2	6571	SLC18A2	6571	10	119018857	1.15685038149375e-26	dbGaP	17903307	78	7	Framingham Cohort
99	Respiratory Function Tests	2283139	intron	SLC18A2	6571	SLC18A2	6571	10	119018857	1.15685038149375e-26	dbGaP	17903307	78	342	NHLBI Framingham SNP Health Association Resource (SHARe)
100	Psoriasis	2395029	UTR-3	HCP5	10866	HCP5	10866	6	31431780	2e-26	NHGRI	18369459			
101	Psoriasis	3213094	intron	IL12B	3593	IL12B	3593	5	158750769	3e-26	NHGRI	19169255			
102	Respiratory Function Tests	6937267	intron	SNX9	51429	SNX9	51429	6	158289546	7.70050970100077e-26	dbGaP	17903307	92	342	NHLBI Framingham SNP Health Association Resource (SHARe)
103	Respiratory Function Tests	6937267	intron	SNX9	51429	SNX9	51429	6	158289546	7.70050970100077e-26	dbGaP	17903307	92	7	Framingham Cohort
104	Prostatic Neoplasms	7837688	intergenic	POU5F1B	5462	MYC	4609	8	128539360	1e-25	NHGRI	20676098			
105	Respiratory Function Tests	6937267	intron	SNX9	51429	SNX9	51429	6	158289546	1.68598685996901e-25	dbGaP	17903307	86	342	NHLBI Framingham SNP Health Association Resource (SHARe)
106	Respiratory Function Tests	6937267	intron	SNX9	51429	SNX9	51429	6	158289546	1.68598685996901e-25	dbGaP	17903307	86	7	Framingham Cohort
107	Retinal Vein	2287921	intron	RASIP1	54922	RASIP1	54922	19	49228272	2e-25	NHGRI	21060863			
108	Phospholipids	174448	intergenic	FADS2	9415	FADS3	3995	11	61639573	4e-25	NHGRI	21829377			
109	Receptors, Transferrin	10047462	intron	SIK3	23387	SIK3	23387	11	116722041	4e-25	NHGRI	21149283			
110	Platelet Count	342275	intergenic	FLJ36031	168455	PIK3CG	5294	7	106359216	5e-25	NHGRI	22139419			
111	Phytosterols	41360247	intron	ABCG8	64241	ABCG8	64241	2	44073656	6e-25	NHGRI	20529992			
112	Platelet Count	342293	intergenic	FLJ36031	168455	PIK3CG	5294	7	106372219	1e-24	NHGRI	19221038			
113	Platelet Count	10761731	intron	JMJD1C	221037	JMJD1C	221037	10	65027610	2e-24	NHGRI	22139419			
114	Prostatic Neoplasms	4242384	intergenic	POU5F1B	5462	MYC	4609	8	128518554	2e-24	NHGRI	19767753			
115	Prostatic Neoplasms	2242652	intron	TERT	7015	TERT	7015	5	1280028	3e-24	NHGRI	21743467			
116	Recombination, Genetic	3796619	intron	RNF212	285498	RNF212	285498	4	1095281	3e-24	NHGRI	18239089			
117	Psoriasis	8192591	missense	NOTCH4	4855	NOTCH4	4855	6	32185796	3.403e-24	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
118	Nonalcoholic Fatty Liver Disease	8396	UTR-3	PPID	5481	PPID	5481	4	159630817	4e-24	NHGRI	20037589			
119	Osteitis Deformans	484959	intergenic	EPS8L3	79574	CSF1	1435	1	110366083	5e-24	NHGRI	20436471			
120	Psoriasis	2295663	intron	BAT5	7920	BAT5	7920	6	31669295	8.396e-24	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
121	Psoriasis	9267463	intergenic	PPIAP9	5491	RPL15P4	100129921	6	31490480	1.104e-23	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
122	Respiratory Function Tests	10507445	intergenic	CSNK1A1L	122011	RPS12P24	100271551	13	37717232	1.49941850878211e-23	dbGaP	17903307	84	7	Framingham Cohort
123	Respiratory Function Tests	10507445	intergenic	CSNK1A1L	122011	RPS12P24	100271551	13	37717232	1.49941850878211e-23	dbGaP	17903307	84	342	NHLBI Framingham SNP Health Association Resource (SHARe)
124	Polycystic Ovary Syndrome	13429458	intron	THADA	63892	THADA	63892	2	43638838	2e-23	NHGRI	21151128			
125	Respiratory Function Tests	10516526	intron	GSTCD	79807	GSTCD	79807	4	106688904	2e-23	NHGRI	20010834			
126	Polycystic Ovary Syndrome	12478601	intron	THADA	63892	THADA	63892	2	43721508	3e-23	NHGRI	21151128			
127	Phospholipids	4500751	intron	NTAN1	123803	NTAN1	123803	16	15140211	6e-23	NHGRI	22359512			
128	Prostatic Neoplasms	12621278	intron	ITGA6	3655	ITGA6	3655	2	173311553	9e-23	NHGRI	19767753			
129	Platelet Count	2138852	intergenic	RPL35AP35	100271636	TAOK1	57551	17	27703349	1e-22	NHGRI	19820697			
130	Restless Legs Syndrome	12593813	intron	MAP2K5	5607	MAP2K5	5607	15	68036852	1e-22	NHGRI	21779176			
131	Psoriasis	9267464	intergenic	PPIAP9	5491	RPL15P4	100129921	6	31490646	1.806e-22	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
132	Psoriasis	6916062	intergenic	NOTCH4	4855	C6orf10	10665	6	32219041	2.524e-22	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
133	Narcolepsy	1154155	intergenic	TRA@	6955	TRA@	6955	14	23002684	3e-22	NHGRI	19412176			
134	Odontogenesis	8079702	intergenic	KCNJ2	3759	CALM2P1	100128390	17	68190826	4e-22	NHGRI	20195514			
135	Respiratory Function Tests	2283139	intron	SLC18A2	6571	SLC18A2	6571	10	119018857	6.30478246853239e-22	dbGaP	17903307	42	7	Framingham Cohort
136	Respiratory Function Tests	2283139	intron	SLC18A2	6571	SLC18A2	6571	10	119018857	6.30478246853239e-22	dbGaP	17903307	42	342	NHLBI Framingham SNP Health Association Resource (SHARe)
137	Prostatic Neoplasms	10936632	intergenic	SKIL	6498	CLDN11	5010	3	170130102	7e-22	NHGRI	21743467			
138	Restless Legs Syndrome	9357271	intron	BTBD9	114781	BTBD9	114781	6	38365873	8e-22	NHGRI	21779176			
139	Neuropsychological Tests	10493099	intron	HIVEP3	59269	HIVEP3	59269	1	42187205	9.358126771461e-22	dbGaP	17903297	1944	7	Framingham Cohort
140	Neuropsychological Tests	10493099	intron	HIVEP3	59269	HIVEP3	59269	1	42187205	9.358126771461e-22	dbGaP	17903297	1944	342	NHLBI Framingham SNP Health Association Resource (SHARe)
141	Partial Thromboplastin Time	710446	intron	KNG1	3827	KNG1	3827	3	186459927	1e-21	NHGRI	20303064			
142	Platelet Count	1558324	intergenic	VWF	7450	CD9	928	12	6289219	2e-21	NHGRI	22139419			
143	Psoriasis	1265078	intron	CCHCR1	54535	CCHCR1	54535	6	31112602	2.039e-21	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
144	Receptors, Tumor Necrosis Factor, Type II	10521289	intron	RBL2	5934	RBL2	5934	16	53480208	2.4894622687434e-21	dbGaP	17903293	1168	7	Framingham Cohort
145	Receptors, Tumor Necrosis Factor, Type II	10521289	intron	RBL2	5934	RBL2	5934	16	53480208	2.4894622687434e-21	dbGaP	17903293	1168	342	NHLBI Framingham SNP Health Association Resource (SHARe)
146	Parkinson Disease	34778348	missense	LRRK2	120892	LRRK2	120892	12	40757328	3e-21	NHGRI	22438815			
147	Platelet Count	2393967	intron	JMJD1C	221037	JMJD1C	221037	10	65133156	3e-21	NHGRI	19820697			
148	Respiratory Function Tests	10509555	intron	LIPM	340654	LIPM	340654	10	90579137	4.71076887013784e-21	dbGaP	17903307	38	7	Framingham Cohort
149	Respiratory Function Tests	10509555	intron	LIPM	340654	LIPM	340654	10	90579137	4.71076887013784e-21	dbGaP	17903307	38	342	NHLBI Framingham SNP Health Association Resource (SHARe)
150	Psoriasis	3093662	intron	TNF	7124	TNF	7124	6	31544189	4.752e-21	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
151	Paget's disease	3018362	intergenic	TNFRSF11A	8792	RPL17P44	100129584	18	60082093	8e-21	NHGRI	21623375			
152	Polycystic Ovary Syndrome	13405728	intron	LHCGR	3973	LHCGR	3973	2	48978159	8e-21	NHGRI	21151128			
153	Polycystic Ovary Syndrome	13405728	intron	STON1-GTF2A1L	286749	STON1-GTF2A1L	286749	2	48978159	8e-21	NHGRI	21151128			
154	Platelet Count	1668873	intron	TMCC2	9911	TMCC2	9911	1	205235990	1e-20	NHGRI	19820697			
155	Psoriasis	17728338	intergenic	TNIP1	10318	ANXA6	309	5	150478318	1e-20	NHGRI	19169254			
156	Psoriasis	2546890	intergenic	IL12B	3593	ADRA1B	147	5	158759900	1e-20	NHGRI	20953188			
157	Psoriasis	3130955	intergenic	HCG22	285834	C6orf15	29113	6	31054511	1.312e-20	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
158	Psoriasis	8192583	cds-synon	NOTCH4	4855	NOTCH4	4855	6	32163274	2.25e-20	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
159	Psoriasis	8192583	UTR-5	GPSM3	63940	GPSM3	63940	6	32163274	2.25e-20	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
160	Respiratory Function Tests	10511521	intron	PTPRD	5789	PTPRD	5789	9	9133196	2.38788194475806e-20	dbGaP	17903307	64	7	Framingham Cohort
161	Respiratory Function Tests	10511521	intron	PTPRD	5789	PTPRD	5789	9	9133196	2.38788194475806e-20	dbGaP	17903307	64	342	NHLBI Framingham SNP Health Association Resource (SHARe)
162	Respiratory Function Tests	1980057	intergenic	GYPA	2993	KRT18P51	391703	4	145485738	3e-20	NHGRI	20010835			
163	Nasopharyngeal Neoplasms	2517713	intergenic	HCP5P3	352997	HCG4P4	353002	6	29918099	4e-20	NHGRI	19664746			
164	Psoriasis	240993	intron	REV3L	5980	REV3L	5980	6	111673714	5e-20	NHGRI	20953190			
165	Psoriasis	2524163	intergenic	WASF5P	387122	HLA-B	3106	6	31259579	5.329e-20	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
166	Prostatic Neoplasms	3123078	intergenic	AGAP7	653268	RPL23AP61	728484	10	51524971	1e-19	NHGRI	19767753			
167	P-Selectin	389277	intron	LRGUK	136332	LRGUK	136332	7	133918338	1.14822693974371e-19	dbGaP	17903293	1160	7	Framingham Cohort
168	P-Selectin	389277	intron	LRGUK	136332	LRGUK	136332	7	133918338	1.14822693974371e-19	dbGaP	17903293	1160	342	NHLBI Framingham SNP Health Association Resource (SHARe)
169	Parkinson Disease	356220	intergenic	GPRIN3	285513	SNCA	6622	4	90641340	2e-19	NHGRI	21738487			
170	Prostatic Neoplasms	1447295	intergenic	POU5F1B	5462	MYC	4609	8	128485038	2e-19	NHGRI	19767754			
171	Psoriasis	2243868	intergenic	WASF5P	387122	HLA-B	3106	6	31261276	2.798e-19	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
172	Prostatic Neoplasms	4242382	intergenic	POU5F1B	5462	MYC	4609	8	128517573	3e-19	NHGRI	18264096			
173	Psoriasis	9267502	nearGene-5	LST1	7940	LST1	7940	6	31553194	3.786e-19	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
174	Ovarian Neoplasms	3814113	intergenic	BNC2	54796	RPL31P42	100271197	9	16915021	5e-19	NHGRI	19648919			
175	Platelet Aggregation	12566888	intron	PEAR1	375033	PEAR1	375033	1	156869047	5e-19	NHGRI	20526338			
176	Psoriasis	7762370	intergenic	BTNL2	56244	HLA-DRA	3122	6	32400190	5.13e-19	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
177	Psoriasis	11575907	missense	HLA-DOB	3112	HLA-DOB	3112	6	32782112	5.96e-19	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
178	Psoriasis	2844645	intergenic	MUC21	394263	HCG22	285834	6	31015182	7.292e-19	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
179	Psoriasis	10484552	intergenic	HLA-E	3133	GNL1	2794	6	30484036	7.487e-19	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
180	Psoriasis	7756521	intergenic	IER3	8870	DDR1	780	6	30848253	7.581e-19	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
181	Polycystic Ovary Syndrome	2479106	intron	DENND1A	57706	DENND1A	57706	9	126525212	8e-19	NHGRI	21151128			
182	Restless Legs Syndrome	3104767	intergenic	TOX3	27324	CHD9	80205	16	52624738	9e-19	NHGRI	21779176			
183	Natriuretic Peptide, Brain	1994878	intergenic	SLC9A6	10479	GAPDHL12	2609	X	135154918	1.66148849059251e-18	dbGaP	17903293	1204	342	NHLBI Framingham SNP Health Association Resource (SHARe)
184	Natriuretic Peptide, Brain	1994878	intergenic	SLC9A6	10479	GAPDHL12	2609	X	135154918	1.66148849059251e-18	dbGaP	17903293	1204	7	Framingham Cohort
185	Respiratory Function Tests	1456774	intergenic	RPS27AP4	326323	BNIP3P	319138	14	27801332	1.76357324504761e-18	dbGaP	17903307	34	342	NHLBI Framingham SNP Health Association Resource (SHARe)
186	Respiratory Function Tests	1456774	intergenic	RPS27AP4	326323	BNIP3P	319138	14	27801332	1.76357324504761e-18	dbGaP	17903307	34	7	Framingham Cohort
187	Nasopharyngeal Neoplasms	28421666	intergenic	HLA-DRB1	3123	HLA-DQA1	3117	6	32592737	2e-18	NHGRI	20512145			
188	Neutrophils	7275212	intron	ERG	2078	ERG	2078	21	39852551	2e-18	NHGRI	21738478			
189	Prostatic Neoplasms	2735839	intergenic	KLK3	354	KLK2	3817	19	51364623	2e-18	NHGRI	18264097			
190	Respiratory Function Tests	10521063	intergenic	CYLC2	1539	SMC2	10592	9	105981176	2.60146707152984e-18	dbGaP	17903307	42	7	Framingham Cohort
191	Respiratory Function Tests	10521063	intergenic	CYLC2	1539	SMC2	10592	9	105981176	2.60146707152984e-18	dbGaP	17903307	42	342	NHLBI Framingham SNP Health Association Resource (SHARe)
192	Platelet Count	559972	intron	TAOK1	57551	TAOK1	57551	17	27814496	3e-18	NHGRI	22139419			
193	Polysaccharides	7159888	intergenic	PTBP1P	122888	FUT8	2530	14	65758642	3e-18	NHGRI	21203500			
194	Prostatic Neoplasms	7501939	intron	HNF1B	6928	HNF1B	6928	17	36101156	3e-18	NHGRI	19767753			
195	Prostatic Neoplasms	12653946	intergenic	IRX4	50805	IRX2	153572	5	1895829	4e-18	NHGRI	20676098			
196	Restless Legs Syndrome	9296249	intron	BTBD9	114781	BTBD9	114781	6	38365841	4e-18	NHGRI	17637780			
197	Respiratory Function Tests	10507445	intergenic	CSNK1A1L	122011	RPS12P24	100271551	13	37717232	4.35876063531347e-18	dbGaP	17903307	90	342	NHLBI Framingham SNP Health Association Resource (SHARe)
198	Respiratory Function Tests	10507445	intergenic	CSNK1A1L	122011	RPS12P24	100271551	13	37717232	4.35876063531347e-18	dbGaP	17903307	90	7	Framingham Cohort
199	Prostatic Neoplasms	1447295	intergenic	POU5F1B	5462	MYC	4609	8	128485038	6e-18	NHGRI	17401366			
200	Psoriasis	2249742	nearGene-5	HLA-C	3107	HLA-C	3107	6	31240721	6.346e-18	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
201	Respiratory Function Tests	2323287	intergenic	MGC12916	84815	RPS18P12	388339	17	14420576	6.63782233396554e-18	dbGaP	17903307	44	7	Framingham Cohort
202	Respiratory Function Tests	2323287	intergenic	MGC12916	84815	RPS18P12	388339	17	14420576	6.63782233396554e-18	dbGaP	17903307	44	342	NHLBI Framingham SNP Health Association Resource (SHARe)
203	Platelet Count	441460	intron	LRRC16A	55604	LRRC16A	55604	6	25548288	8e-18	NHGRI	22139419			
204	Psoriasis	9366764	intergenic	MUC21	394263	HCG22	285834	6	30979793	8.095e-18	dbGaP	0	2855	19	Collaborative Association Study of Psoriasis
